age,workclass,fnlwgt,education,education_no_of_years,marital_status,occupation,sex,capital_gain,capital_loss,working_hours_per_week,native_contienent,salary
39,Self-emp-not-inc,174308,HS-grad,9,married,Exec-managerial,Male,0,0,40,north_america,234479
43,Private,50356,Some-college,10,married,Craft-repair,Male,0,1485,50,north_america,284749
35,Private,186110,HS-grad,9,not_married,Transport-moving,Male,0,0,45,north_america,283861
29,Private,200381,11th,7,Never-married,Exec-managerial,Female,0,0,40,north_america,283653
76,Self-emp-not-inc,174309,Masters,14,married,Craft-repair,Male,0,0,10,north_america,39377
63,Self-emp-not-inc,78383,HS-grad,9,married,Farming-fishing,Male,0,0,45,north_america,125954
23,Unknown,211601,Assoc-voc,11,Never-married,Unknown,Female,0,0,15,north_america,40413
43,Private,187728,Some-college,10,married,Prof-specialty,Female,0,1887,50,north_america,40891
58,Self-emp-not-inc,321171,HS-grad,9,married,Handlers-cleaners,Male,0,0,40,north_america,255993
66,Private,127921,HS-grad,9,Never-married,Transport-moving,Male,2050,0,55,north_america,153934
41,Private,206565,Some-college,10,Never-married,Craft-repair,Male,0,0,45,north_america,34470
26,Private,224563,Bachelors,13,Never-married,Adm-clerical,Male,0,0,40,north_america,116470
47,Private,178686,Assoc-voc,11,Never-married,Other-service,Male,0,0,40,north_america,246206
55,Local-gov,98545,10th,6,married,Adm-clerical,Male,0,0,40,north_america,298626
53,Private,242606,HS-grad,9,married,Transport-moving,Male,0,0,40,north_america,199998
17,Private,270942,5th-6th,3,Never-married,Other-service,Male,0,0,48,north_america,241400
30,Private,94235,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,north_america,257347
49,Private,71195,Masters,14,Never-married,Prof-specialty,Male,0,0,60,north_america,230728
19,Private,104112,HS-grad,9,Never-married,Sales,Male,0,0,30,north_america,62369
45,Private,261192,HS-grad,9,married,Other-service,Male,0,0,40,north_america,286716
26,Private,94936,Assoc-acdm,12,Never-married,Sales,Male,0,0,40,north_america,112779
38,Private,296478,Assoc-voc,11,married,Craft-repair,Male,7298,0,40,north_america,128055
36,State-gov,119272,HS-grad,9,married,Protective-serv,Male,7298,0,40,north_america,212194
33,Private,85043,HS-grad,9,Never-married,Farming-fishing,Male,0,0,20,north_america,176613
22,State-gov,293364,Some-college,10,Never-married,Protective-serv,Female,0,0,40,north_america,173807
43,Self-emp-not-inc,241895,Bachelors,13,Never-married,Sales,Male,0,0,42,north_america,155264
67,Unknown,36135,11th,7,married,Unknown,Male,0,0,8,north_america,268292
30,Unknown,151989,Assoc-voc,11,not_married,Unknown,Female,0,0,40,north_america,294437
56,Private,101128,Assoc-acdm,12,not_married,Other-service,Male,0,0,25,asia,278195
31,Private,156464,Bachelors,13,Never-married,Prof-specialty,Male,0,0,25,north_america,262235
33,Private,117963,Bachelors,13,married,Exec-managerial,Male,0,0,40,north_america,248561
26,Private,192262,HS-grad,9,married,Other-service,Male,0,0,40,north_america,288715
33,Private,111363,Bachelors,13,married,Exec-managerial,Male,0,0,40,north_america,77608
46,Local-gov,329752,11th,7,married,Transport-moving,Male,0,0,30,north_america,50825
59,Unknown,372020,Bachelors,13,married,Unknown,Male,0,0,40,north_america,135939
38,Federal-gov,95432,HS-grad,9,married,Adm-clerical,Male,0,0,40,north_america,243336
65,Private,161400,11th,7,not_married,Other-service,Male,0,0,40,north_america,157095
40,Private,96129,Assoc-voc,11,married,Tech-support,Male,0,0,40,north_america,36584
42,Private,111949,HS-grad,9,married,Adm-clerical,Female,0,0,35,north_america,299878
26,Self-emp-not-inc,117125,9th,5,married,Craft-repair,Male,0,0,40,europe,81049
36,Private,348022,10th,6,married,Other-service,Female,0,0,24,north_america,281460
62,Private,270092,Masters,14,married,Prof-specialty,Male,0,0,40,north_america,151022
43,Private,180609,Bachelors,13,married,Transport-moving,Male,0,0,45,north_america,250807
43,Private,174575,Bachelors,13,not_married,Exec-managerial,Male,0,1564,45,north_america,127066
22,Private,410439,HS-grad,9,not_married,Sales,Male,0,0,55,north_america,220213
28,Private,92262,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,67686
56,Self-emp-not-inc,183081,Some-college,10,married,Sales,Male,0,0,45,north_america,74543
22,Private,362589,Assoc-acdm,12,Never-married,Sales,Female,0,0,15,north_america,205796
57,Private,212448,Bachelors,13,not_married,Exec-managerial,Female,0,0,45,north_america,194363
39,Private,481060,HS-grad,9,not_married,Sales,Female,0,0,40,north_america,265577
26,Federal-gov,185885,Some-college,10,Never-married,Adm-clerical,Female,0,0,15,north_america,250358
17,Private,89821,11th,7,Never-married,Other-service,Male,0,0,10,north_america,233257
40,State-gov,184018,Assoc-voc,11,married,Machine-op-inspct,Male,0,0,38,north_america,180264
45,Private,256649,HS-grad,9,married,Machine-op-inspct,Male,0,0,40,north_america,243859
44,Private,160323,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,north_america,264513
20,Local-gov,350845,Some-college,10,Never-married,Adm-clerical,Female,0,0,10,north_america,62084
33,Private,267404,HS-grad,9,married,Craft-repair,Female,0,0,40,north_america,278760
23,Private,35633,Some-college,10,Never-married,Sales,Male,0,0,40,north_america,291951
46,Self-emp-not-inc,80914,Masters,14,not_married,Exec-managerial,Male,0,0,30,north_america,120488
38,Private,172927,HS-grad,9,married,Sales,Male,0,0,50,north_america,52877
54,Private,174319,HS-grad,9,not_married,Transport-moving,Male,0,0,40,north_america,160647
46,Private,214955,5th-6th,3,not_married,Craft-repair,Female,0,2339,45,north_america,93068
25,Private,344991,Some-college,10,married,Craft-repair,Male,0,0,40,north_america,60852
46,Private,108699,Some-college,10,not_married,Sales,Female,0,0,40,north_america,259511
36,Local-gov,117312,Some-college,10,married,Transport-moving,Female,0,0,40,north_america,208829
23,Private,396099,HS-grad,9,Never-married,Other-service,Female,0,0,25,north_america,142306
29,Private,134152,HS-grad,9,not_married,Machine-op-inspct,Male,0,0,40,north_america,299515
44,Private,162028,Some-college,10,married,Adm-clerical,Female,0,2415,6,north_america,110085
19,Private,25429,Some-college,10,Never-married,Adm-clerical,Female,0,0,16,north_america,70542
19,Private,232392,HS-grad,9,Never-married,Other-service,Female,0,0,40,north_america,165312
35,Private,220098,HS-grad,9,married,Other-service,Female,0,0,40,north_america,46855
27,Private,301302,Bachelors,13,Never-married,Craft-repair,Male,0,0,50,north_america,163735
46,Self-emp-not-inc,277946,Assoc-acdm,12,not_married,Craft-repair,Male,0,0,40,north_america,43506
34,State-gov,98101,Bachelors,13,married,Exec-managerial,Male,7688,0,45,other,161089
34,Private,196164,HS-grad,9,Never-married,Other-service,Female,0,0,35,north_america,195104
44,Private,115562,Some-college,10,married,Tech-support,Male,0,0,40,north_america,113842
45,Private,96975,Some-college,10,not_married,Handlers-cleaners,Female,0,0,40,north_america,67800
20,Unknown,137300,HS-grad,9,Never-married,Unknown,Female,0,0,35,north_america,287297
25,Private,86872,Bachelors,13,married,Exec-managerial,Male,0,0,55,north_america,109772
52,Self-emp-inc,132178,Bachelors,13,married,Exec-managerial,Male,0,0,50,north_america,37469
20,Private,416103,Some-college,10,Never-married,Handlers-cleaners,Male,0,0,40,north_america,211084
28,Private,108574,Some-college,10,Never-married,Other-service,Female,0,0,40,north_america,262447
50,State-gov,288353,Bachelors,13,married,Protective-serv,Male,0,0,40,north_america,110691
34,Private,227689,Assoc-voc,11,not_married,Tech-support,Female,0,0,64,north_america,145870
28,Private,166481,7th-8th,4,married,Handlers-cleaners,Male,0,2179,40,north_america,76910
41,Private,445382,Masters,14,married,Exec-managerial,Male,0,1977,65,north_america,36066
28,Private,110145,HS-grad,9,married,Adm-clerical,Male,0,0,40,north_america,103206
46,Self-emp-not-inc,317253,HS-grad,9,married,Craft-repair,Male,0,0,25,north_america,35019
28,Unknown,123147,Some-college,10,married,Unknown,Female,0,1887,40,north_america,174988
32,Private,364657,Some-college,10,married,Exec-managerial,Male,0,0,50,north_america,143704
41,Local-gov,42346,Some-college,10,not_married,Other-service,Female,0,0,24,north_america,141942
24,Private,241951,HS-grad,9,Never-married,Handlers-cleaners,Female,0,0,40,north_america,185152
33,Private,118500,Some-college,10,not_married,Exec-managerial,Female,0,0,40,north_america,114047
46,Private,188386,Doctorate,16,married,Exec-managerial,Male,15024,0,60,north_america,195411
31,State-gov,1033222,Some-college,10,married,Machine-op-inspct,Male,0,0,40,north_america,117691
35,Private,92440,12th,8,not_married,Craft-repair,Male,0,0,50,north_america,262602
52,Private,190762,1st-4th,2,married,Machine-op-inspct,Male,0,0,40,north_america,218225
30,Private,426017,11th,7,Never-married,Other-service,Female,0,0,19,north_america,234702
34,Local-gov,243867,11th,7,not_married,Machine-op-inspct,Male,0,0,40,north_america,258133
34,State-gov,240283,HS-grad,9,not_married,Transport-moving,Female,0,0,40,north_america,299089
20,Private,61777,Some-college,10,married,Sales,Male,0,0,30,north_america,135816
17,Private,175024,11th,7,Never-married,Handlers-cleaners,Male,2176,0,18,north_america,201754
32,State-gov,92003,Bachelors,13,married,Exec-managerial,Female,0,0,40,north_america,75144
29,Private,188401,HS-grad,9,not_married,Farming-fishing,Male,0,0,40,north_america,102643
33,Private,228528,10th,6,Never-married,Craft-repair,Female,0,0,35,north_america,157334
25,Private,133373,HS-grad,9,married,Transport-moving,Male,0,0,60,north_america,244191
36,Federal-gov,255191,Masters,14,Never-married,Prof-specialty,Male,0,1408,40,north_america,197766
23,Private,204653,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,72,north_america,96665
63,Self-emp-inc,222289,HS-grad,9,married,Exec-managerial,Male,0,0,40,north_america,189233
47,Local-gov,287480,Masters,14,married,Prof-specialty,Male,0,0,40,north_america,202074
80,Unknown,107762,HS-grad,9,not_married,Unknown,Male,0,0,24,north_america,205332
17,Unknown,202521,11th,7,Never-married,Unknown,Male,0,0,40,north_america,72152
40,Self-emp-not-inc,204116,Bachelors,13,not_married,Prof-specialty,Female,2174,0,40,north_america,130634
30,Private,29662,Assoc-acdm,12,married,Other-service,Female,0,0,25,north_america,62995
27,Private,116358,Some-college,10,Never-married,Craft-repair,Male,0,1980,40,asia,297730
33,Private,208405,Masters,14,married,Prof-specialty,Male,0,0,50,north_america,38857
34,Local-gov,284843,HS-grad,9,Never-married,Farming-fishing,Male,594,0,60,north_america,157629
34,Local-gov,117018,Some-college,10,Never-married,Protective-serv,Female,0,0,40,north_america,134778
23,Private,81281,Some-college,10,married,Adm-clerical,Male,0,0,40,north_america,39224
42,Local-gov,340148,Some-college,10,married,Adm-clerical,Female,0,0,40,north_america,152558
29,Private,363425,Bachelors,13,Never-married,Prof-specialty,Male,0,0,40,north_america,237818
45,Private,45857,HS-grad,9,not_married,Adm-clerical,Female,0,0,28,north_america,232835
24,Federal-gov,191073,HS-grad,9,Never-married,Armed-Forces,Male,0,0,40,north_america,239310
44,Private,116632,Some-college,10,married,Prof-specialty,Male,0,0,40,north_america,278043
27,Private,405855,9th,5,Never-married,Craft-repair,Male,0,0,40,north_america,178021
20,Private,298227,Some-college,10,Never-married,Sales,Male,0,0,35,north_america,234896
44,Private,290521,HS-grad,9,not_married,Exec-managerial,Female,0,0,40,north_america,268907
51,Private,56915,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,199576
20,Private,146538,HS-grad,9,married,Machine-op-inspct,Male,0,0,40,north_america,45825
17,Unknown,258872,11th,7,Never-married,Unknown,Female,0,0,5,north_america,212320
19,Private,206399,HS-grad,9,Never-married,Machine-op-inspct,Female,0,0,40,north_america,250175
45,Self-emp-inc,197332,Some-college,10,married,Craft-repair,Male,0,0,55,north_america,274276
60,Private,245062,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,92672
42,Private,197583,Assoc-acdm,12,married,Exec-managerial,Male,0,0,40,other,294701
44,Self-emp-not-inc,234885,HS-grad,9,married,Sales,Female,0,0,40,north_america,39094
40,Private,72887,Assoc-voc,11,married,Machine-op-inspct,Male,0,0,40,north_america,56468
30,Private,180374,HS-grad,9,married,Exec-managerial,Female,0,0,40,north_america,154059
38,Private,351299,Some-college,10,married,Transport-moving,Male,0,0,50,north_america,198322
23,Private,54012,HS-grad,9,married,Transport-moving,Male,0,0,60,north_america,139149
32,Unknown,115745,Some-college,10,married,Unknown,Male,0,0,40,north_america,92385
44,Private,116632,Assoc-acdm,12,Never-married,Farming-fishing,Male,0,0,40,north_america,238269
54,Local-gov,288825,HS-grad,9,married,Transport-moving,Male,0,0,40,north_america,78522
32,Private,132601,Bachelors,13,married,Prof-specialty,Male,0,0,50,north_america,168569
50,Private,193374,1st-4th,2,not_married,Craft-repair,Male,0,0,40,north_america,122361
24,Private,170070,Bachelors,13,Never-married,Tech-support,Female,0,0,20,north_america,131382
37,Private,126708,HS-grad,9,married,Adm-clerical,Female,0,0,60,north_america,199802
52,Private,35598,HS-grad,9,not_married,Transport-moving,Male,0,0,40,north_america,272382
38,Private,33983,Some-college,10,married,Transport-moving,Male,0,0,40,north_america,266506
49,Private,192776,Masters,14,married,Exec-managerial,Male,0,1977,45,north_america,51401
30,Private,118551,Bachelors,13,married,Tech-support,Female,0,0,16,north_america,176870
60,Private,201965,Some-college,10,Never-married,Prof-specialty,Male,0,0,40,north_america,270457
22,Unknown,139883,Some-college,10,Never-married,Unknown,Male,0,0,40,north_america,223204
35,Private,285020,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,north_america,183040
30,Private,303990,HS-grad,9,Never-married,Transport-moving,Male,0,0,60,north_america,261374
67,Private,49401,Assoc-voc,11,not_married,Other-service,Female,0,0,24,north_america,200483
46,Private,279196,Bachelors,13,Never-married,Craft-repair,Female,0,0,40,north_america,206466
17,Private,211870,9th,5,Never-married,Other-service,Male,0,0,6,north_america,248128
22,Private,281432,Some-college,10,Never-married,Handlers-cleaners,Male,0,0,30,north_america,259797
27,Private,161155,10th,6,Never-married,Other-service,Male,0,0,40,north_america,84297
23,Private,197904,HS-grad,9,Never-married,Other-service,Female,0,0,35,north_america,85652
33,Private,111746,Assoc-acdm,12,married,Craft-repair,Male,0,0,45,europe,141953
43,Self-emp-not-inc,170721,Some-college,10,married,Craft-repair,Male,0,0,20,north_america,238137
28,State-gov,70100,Bachelors,13,Never-married,Prof-specialty,Male,0,0,20,north_america,146205
41,Private,193626,HS-grad,9,not_married,Craft-repair,Female,0,0,40,north_america,95577
52,Unknown,271749,12th,8,Never-married,Unknown,Male,594,0,40,north_america,241709
25,Private,189775,Some-college,10,not_married,Adm-clerical,Female,0,0,20,north_america,88310
63,Unknown,401531,1st-4th,2,married,Unknown,Male,0,0,35,north_america,210929
59,Local-gov,286967,HS-grad,9,married,Transport-moving,Male,0,0,45,north_america,180167
45,Local-gov,164427,Bachelors,13,not_married,Prof-specialty,Female,0,0,40,north_america,246565
38,Private,91039,Bachelors,13,married,Sales,Male,15024,0,60,north_america,128794
40,Private,347934,HS-grad,9,Never-married,Other-service,Female,0,0,35,north_america,52789
46,Federal-gov,371373,HS-grad,9,not_married,Adm-clerical,Male,0,0,40,north_america,149555
35,Private,32220,Assoc-acdm,12,Never-married,Exec-managerial,Female,0,0,60,north_america,158012
34,Private,187251,HS-grad,9,not_married,Prof-specialty,Female,0,0,25,north_america,103409
33,Private,178107,Bachelors,13,Never-married,Craft-repair,Male,0,0,20,north_america,46645
41,Private,343121,HS-grad,9,not_married,Adm-clerical,Female,0,0,36,north_america,276803
20,Private,262749,Some-college,10,Never-married,Machine-op-inspct,Male,0,0,40,north_america,246139
23,Private,403107,5th-6th,3,Never-married,Other-service,Male,0,0,40,north_america,232206
26,Private,64293,Some-college,10,Never-married,Prof-specialty,Female,0,0,35,north_america,250764
72,Unknown,303588,HS-grad,9,married,Unknown,Male,0,0,20,north_america,276815
23,Local-gov,324960,HS-grad,9,Never-married,Farming-fishing,Male,0,0,40,europe,65564
